address,display_name,account_value_usd,pnl_day,pnl_week,pnl_month,pnl_alltime,roi_day,roi_week,roi_month,roi_alltime,volume_day,volume_week,volume_month,rank,vol_pnl_ratio,quality_score,current_margin_usd,current_unrealized_pnl,n_open_positions,open_assets,max_leverage_open
0xaa7f0d3da989dae8fd166345a3ce21509f8c8bb4,,100339.179361,7113.196509,39696.133057,220159.783465,320369.319361,0.0763005794,0.6545867247,2.1965467459,3203.69319361,0.0,0.0,0.0,17,0.0,0.8988913726512,0.0,0.0,0,,0.0
0xf70d33244f99dcc8daf08f88154ad0391a67fe7d,,270000.0,0.0,99000.0,190000.0,270000.0,0.0,0.5789473684,2.375,2700.0,0.0,0.0,0.0,18,0.0,0.8962077625947931,0.0,0.0,0,,0.0
0x5bed117e5d6ad7a2a28ce7a320c05bd933663742,,270000.0,0.0,99000.0,190000.0,270000.0,0.0,0.5789473684,2.375,2700.0,0.0,0.0,0.0,19,0.0,0.8962077625947931,0.0,0.0,0,,0.0
0x6635159add6b4c53fddf64002c2db7905ff52e7c,,5309.944633,0.068895,1.868189,5292.663836,265643.594633,1.29749e-05,0.0003519522,52.92663836,2656.43594633,0.0,0.0,5288.37,20,0.019907764037398117,0.8959525619331226,0.002984,0.0,0,,0.0
0xef4a52d5483049b37cb883539d1b380eed80a598,refcode PENES,5.094453,0.002193,0.047409,1146.840412,1862347.4044529998,1.0965e-05,0.000237045,5.73420206,4.6806022808,0.0,0.0,1147.36,21,0.0006160826907249334,0.8945658196274568,0.009238,0.0,0,,0.0
0xfc02736679379ff15917cafd25b863fffb8ba5b5,,0.229245,0.002524,0.018233,1125.645866,242411.689245,2.524e-05,0.00018233,11.25645866,6.8286906461,0.0,0.0,2252.05,22,0.009290187313219473,0.8945167531932128,0.0,0.0,0,,0.0
0x1c81fb7100276aef766092e16cfcf61097e97a5d,,201872.087918,-17441.074705,15320.387918,262093.185729,262462.265729,-0.0795258912,0.0821240863,4.9260821448,4.9674780383,0.0,32514560.01,107066549.63,23,407.9312099688622,0.892511343627177,169799.469853,0.0,1,BTC,18.0
0xfbcde59cfddb74fe367876400f1b74ce459a2d78,,133665.281661,-2878.855812,8386.746794,104468.730341,202999.721661,-0.0970525588,0.0897965061,3.57811884,34.2003937189,293253.38,4802423.34,7776351.25,24,38.30720153885798,0.8917330457547663,26783.997463,0.0,0,,0.0
0xf75afed508c169b77dde62ec363289e189edd6ad,,202500.0,0.0,74250.0,142500.0,202500.0,0.0,0.5789473684,2.375,2025.0,0.0,0.0,0.0,25,0.0,0.8916943772690193,0.0,0.0,0,,0.0
0x0012910a3d0c2fbd801ab33a1cf032ac91f77ebc,,202500.0,0.0,74250.0,142500.0,202500.0,0.0,0.5789473684,2.375,2025.0,0.0,0.0,0.0,26,0.0,0.8916943772690193,0.0,0.0,0,,0.0
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,,56.647111,0.0,3.595012,8933.237434,193272.927111,0.0,0.03595012,89.33237434,9.6582535301,0.0,0.0,3107.47,27,0.01607814424115037,0.8909627062538614,3.3,0.0,0,,0.0
0xac43dfa8bcaa09428759df2983687c2641a5bc24,,132463.622788,0.3299,48561.734142,93202.832476,168710.472788,2.4905e-06,0.5787919071,2.3739418319,1687.10472788,0.0,0.0,0.0,28,0.0,0.8888302994969881,0.0,0.0,0,,0.0
